Вуз,Год,Код специальности,Направление,Проходной балл (очная форма)
ЮФУ,2022,03.03.02,Физика,185
ЮФУ,2023,03.03.02,Физика,173
ЮФУ,2024,03.03.02,Физика,190
ЮФУ,2021,06.03.01,Биология,158
ЮФУ,2022,06.03.01,Биология,146
ЮФУ,2023,06.03.01,Биология,166
ЮФУ,2024,06.03.01,Биология,145
ЮФУ,2021,05.03.06,Экология и природопользование,128
ЮФУ,2022,05.03.06,Экология и природопользование,130
ЮФУ,2023,05.03.06,Экология и природопользование,136
ЮФУ,2024,05.03.06,Экология и природопользование,147
ЮФУ,2021,06.05.01,Биоинженерия и биоинформатика,213
ЮФУ,2022,06.05.01,Биоинженерия и биоинформатика,231
ЮФУ,2023,06.05.01,Биоинженерия и биоинформатика,208
ЮФУ,2024,06.05.01,Биоинженерия и биоинформатика,202
ЮФУ,2021,43.03.02,Туризм,194
ЮФУ,2022,43.03.02,Туризм,218
ЮФУ,2023,43.03.02,Туризм,173
ЮФУ,2024,43.03.02,Туризм,201
ЮФУ,2021,19.03.01,Биотехнология,159
ЮФУ,2022,19.03.01,Биотехнология,141
ЮФУ,2023,19.03.01,Биотехнология,149
ЮФУ,2024,19.03.01,Биотехнология,149
ЮФУ,2021,46.03.01,История,186
ЮФУ,2022,46.03.01,История,228
ЮФУ,2023,46.03.01,История,225
ЮФУ,2024,46.03.01,История,217
ЮФУ,2021,47.03.03,Религиоведение,188
ЮФУ,2022,47.03.03,Религиоведение,162
ЮФУ,2023,47.03.03,Религиоведение,168
ЮФУ,2024,47.03.03,Религиоведение,188
ЮФУ,2021,05.03.04,Гидрометеорология,148
ЮФУ,2022,05.03.04,Гидрометеорология,169
ЮФУ,2023,05.03.04,Гидрометеорология,171
ЮФУ,2024,05.03.04,Гидрометеорология,157
ЮФУ,2021,28.03.01,Нанотехнологии и микросистемная техника,184
ЮФУ,2022,28.03.01,Нанотехнологии и микросистемная техника,175
ЮФУ,2023,28.03.01,Нанотехнологии и микросистемная техника,181
ЮФУ,2024,28.03.01,Нанотехнологии и микросистемная техника,169
ЮФУ,2021,04.03.01,Химия,176
ЮФУ,2022,04.03.01,Химия,186
ЮФУ,2023,04.03.01,Химия,188
ЮФУ,2024,04.03.01,Химия,169
ЮФУ,2021,10.03.01,Информационная безопасность ( г. Таганрог ),229
ЮФУ,2022,10.03.01,Информационная безопасность ( г. Таганрог ),210
ЮФУ,2023,10.03.01,Информационная безопасность ( г. Таганрог ),221
ЮФУ,2024,10.03.01,Информационная безопасность ( г. Таганрог ),210
ЮФУ,2021,43.03.03,Гостиничное дело,184
ЮФУ,2022,43.03.03,Гостиничное дело,184
ЮФУ,2023,43.03.03,Гостиничное дело,201
ЮФУ,2024,43.03.03,Гостиничное дело,214
ЮФУ,2021,38.03.01,Экономика,250
ЮФУ,2022,38.03.01,Экономика,221
ЮФУ,2023,38.03.01,Экономика,241
ЮФУ,2024,38.03.01,Экономика,251
ЮФУ,2021,07.03.01,Архитектура,327
ЮФУ,2022,07.03.01,Архитектура,376
ЮФУ,2023,07.03.01,Архитектура,339
ЮФУ,2024,07.03.01,Архитектура,381
ЮФУ,2021,54.03.01,Дизайн,389
ЮФУ,2022,54.03.01,Дизайн,394
ЮФУ,2023,54.03.01,Дизайн,430
ЮФУ,2024,54.03.01,Дизайн,399
ЮФУ,2021,42.03.02,Журналистика,225
ЮФУ,2022,42.03.02,Журналистика,289
ЮФУ,2023,42.03.02,Журналистика,236
ЮФУ,2024,42.03.02,Журналистика,257
ЮФУ,2021,41.03.05,Международные отношения,257
ЮФУ,2022,41.03.05,Международные отношения,249
ЮФУ,2023,41.03.05,Международные отношения,254
ЮФУ,2024,41.03.05,Международные отношения,242
ЮФУ,2021,41.03.04,Политология,242
ЮФУ,2022,41.03.04,Политология,247
ЮФУ,2023,41.03.04,Политология,246
ЮФУ,2024,41.03.04,Политология,218
ЮФУ,2021,43.03.01,Сервис,213
ЮФУ,2022,43.03.01,Сервис,174
ЮФУ,2023,43.03.01,Сервис,171
ЮФУ,2024,43.03.01,Сервис,194
ЮФУ,2021,39.03.01,Прикладная социология,201
ЮФУ,2022,39.03.01,Прикладная социология,252
ЮФУ,2023,39.03.01,Прикладная социология,222
ЮФУ,2024,39.03.01,Прикладная социология,221
ЮФУ,2021,47.03.01,Философия,182
ЮФУ,2022,47.03.01,Философия,201
ЮФУ,2023,47.03.01,Философия,197
ЮФУ,2024,47.03.01,Философия,206
ЮФУ,2021,42.03.02,Международная журналистика (английский язык и китайский язык),236
ЮФУ,2022,42.03.02,Международная журналистика (английский язык и китайский язык),249
ЮФУ,2023,42.03.02,Международная журналистика (английский язык и китайский язык),261
ЮФУ,2024,42.03.02,Международная журналистика (английский язык и китайский язык),251
ЮФУ,2021,05.03.01,Геология,162
ЮФУ,2022,05.03.01,Геология,171
ЮФУ,2023,05.03.01,Геология,188
ЮФУ,2024,05.03.01,Геология,173
ЮФУ,2021,05.03.02,География,141
ЮФУ,2022,05.03.02,География,165
ЮФУ,2023,05.03.02,География,132
ЮФУ,2024,05.03.02,География,149
ЮФУ,2021,38.03.02,Менеджмент,205
ЮФУ,2022,38.03.02,Менеджмент,258
ЮФУ,2023,38.03.02,Менеджмент,231
ЮФУ,2024,38.03.02,Менеджмент,239
ЮФУ,2021,37.03.01,Психология,241
ЮФУ,2022,37.03.01,Психология,193
ЮФУ,2023,37.03.01,Психология,253
ЮФУ,2024,37.03.01,Психология,222
ЮФУ,2021,45.03.01,Отечественная филология (русский язык и литература),176
ЮФУ,2022,45.03.01,Отечественная филология (русский язык и литература),206
ЮФУ,2023,45.03.01,Отечественная филология (русский язык и литература),202
ЮФУ,2024,45.03.01,Отечественная филология (русский язык и литература),192
ЮФУ,2021,40.03.01,Юриспруденция,269
ЮФУ,2022,40.03.01,Юриспруденция,223
ЮФУ,2023,40.03.01,Юриспруденция,278
ЮФУ,2024,40.03.01,Юриспруденция,253
ЮФУ,2021,10.05.02,Разработка защищённых телекоммуникационных систем ( г. Таганрог ),126
ЮФУ,2022,10.05.02,Разработка защищённых телекоммуникационных систем ( г. Таганрог ),159
ЮФУ,2023,10.05.02,Разработка защищённых телекоммуникационных систем ( г. Таганрог ),135
ЮФУ,2024,10.05.02,Разработка защищённых телекоммуникационных систем ( г. Таганрог ),148
ЮФУ,2021,09.03.01,Программирование и системная интеграция ИТ-решений ( г. Таганрог ),225
ЮФУ,2022,09.03.01,Программирование и системная интеграция ИТ-решений ( г. Таганрог ),241
ЮФУ,2023,09.03.01,Программирование и системная интеграция ИТ-решений ( г. Таганрог ),229
ЮФУ,2024,09.03.01,Программирование и системная интеграция ИТ-решений ( г. Таганрог ),213
ЮФУ,2021,37.05.01,Патопсихологическая диагностика и психотерапия,234
ЮФУ,2022,37.05.01,Патопсихологическая диагностика и психотерапия,197
ЮФУ,2023,37.05.01,Патопсихологическая диагностика и психотерапия,200
ЮФУ,2024,37.05.01,Патопсихологическая диагностика и психотерапия,228
ЮФУ,2021,27.03.05,Инноватика,157
ЮФУ,2022,27.03.05,Инноватика,171
ЮФУ,2023,27.03.05,Инноватика,185
ЮФУ,2024,27.03.05,Инноватика,171
ЮФУ,2021,44.03.01,Начальное образование,177
ЮФУ,2022,44.03.01,Начальное образование,187
ЮФУ,2023,44.03.01,Начальное образование,159
ЮФУ,2024,44.03.01,Начальное образование,171
ЮФУ,2021,44.03.05,Начальное образование и иностранный язык,194
ЮФУ,2022,44.03.05,Начальное образование и иностранный язык,171
ЮФУ,2023,44.03.05,Начальное образование и иностранный язык,170
ЮФУ,2024,44.03.05,Начальное образование и иностранный язык,180
ЮФУ,2021,44.03.05,Русский язык и иностранный язык (английский),187
ЮФУ,2022,44.03.05,Русский язык и иностранный язык (английский),218
ЮФУ,2023,44.03.05,Русский язык и иностранный язык (английский),192
ЮФУ,2024,44.03.05,Русский язык и иностранный язык (английский),219
ЮФУ,2021,44.03.05,Физика и математика,192
ЮФУ,2022,44.03.05,Физика и математика,197
ЮФУ,2023,44.03.05,Физика и математика,177
ЮФУ,2024,44.03.05,Физика и математика,184
ЮФУ,2021,44.03.05,История и обществознание,220
ЮФУ,2022,44.03.05,История и обществознание,194
ЮФУ,2023,44.03.05,История и обществознание,196
ЮФУ,2024,44.03.05,История и обществознание,196
ЮФУ,2021,03.03.03,Радиофизика,152
ЮФУ,2022,03.03.03,Радиофизика,166
ЮФУ,2023,03.03.03,Радиофизика,153
ЮФУ,2024,03.03.03,Радиофизика,159
ЮФУ,2021,44.03.01,Физическая культура,164
ЮФУ,2022,44.03.01,Физическая культура,191
ЮФУ,2023,44.03.01,Физическая культура,193
ЮФУ,2024,44.03.01,Физическая культура,185
ЮФУ,2021,44.03.03,Специальное (дефектологическое) образование,160
ЮФУ,2022,44.03.03,Специальное (дефектологическое) образование,190
ЮФУ,2023,44.03.03,Специальное (дефектологическое) образование,194
ЮФУ,2024,44.03.03,Специальное (дефектологическое) образование,175
ЮФУ,2021,38.03.05,Электронный бизнес ( г. Таганрог ),176
ЮФУ,2022,38.03.05,Электронный бизнес ( г. Таганрог ),187
ЮФУ,2023,38.03.05,Электронный бизнес ( г. Таганрог ),180
ЮФУ,2024,38.03.05,Электронный бизнес ( г. Таганрог ),194
ЮФУ,2021,44.03.01,Математика,192
ЮФУ,2022,44.03.01,Математика,201
ЮФУ,2023,44.03.01,Математика,235
ЮФУ,2024,44.03.01,Математика,207
ЮФУ,2021,44.03.05,Русский язык и литература,195
ЮФУ,2022,44.03.05,Русский язык и литература,196
ЮФУ,2023,44.03.05,Русский язык и литература,210
ЮФУ,2024,44.03.05,Русский язык и литература,215
ЮФУ,2021,54.05.01,Монументально-декоративное искусство (Интерьеры),351
ЮФУ,2022,54.05.01,Монументально-декоративное искусство (Интерьеры),350
ЮФУ,2023,54.05.01,Монументально-декоративное искусство (Интерьеры),355
ЮФУ,2024,54.05.01,Монументально-декоративное искусство (Интерьеры),365
ЮФУ,2021,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",127
ЮФУ,2022,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",121
ЮФУ,2023,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",128
ЮФУ,2024,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",133
ЮФУ,2021,11.03.02,Системы радиосвязи,174
ЮФУ,2022,11.03.02,Системы радиосвязи,165
ЮФУ,2023,11.03.02,Системы радиосвязи,159
ЮФУ,2024,11.03.02,Системы радиосвязи,157
ЮФУ,2021,38.03.06,Международная торговля ( г. Таганрог ),230
ЮФУ,2022,38.03.06,Международная торговля ( г. Таганрог ),173
ЮФУ,2023,38.03.06,Международная торговля ( г. Таганрог ),206
ЮФУ,2024,38.03.06,Международная торговля ( г. Таганрог ),203
ЮФУ,2021,39.03.02,Социальная работа с различными группами населения,152
ЮФУ,2022,39.03.02,Социальная работа с различными группами населения,164
ЮФУ,2023,39.03.02,Социальная работа с различными группами населения,154
ЮФУ,2024,39.03.02,Социальная работа с различными группами населения,177
ЮФУ,2021,44.05.01,Психолого-педагогическая коррекция и реабилитация лиц с девиантным поведением,184
ЮФУ,2022,44.05.01,Психолого-педагогическая коррекция и реабилитация лиц с девиантным поведением,173
ЮФУ,2023,44.05.01,Психолого-педагогическая коррекция и реабилитация лиц с девиантным поведением,209
ЮФУ,2024,44.05.01,Психолого-педагогическая коррекция и реабилитация лиц с девиантным поведением,185
ЮФУ,2021,13.03.02,Электроэнергетические системы и электрооборудование ( г. Таганрог ),115
ЮФУ,2022,13.03.02,Электроэнергетические системы и электрооборудование ( г. Таганрог ),143
ЮФУ,2023,13.03.02,Электроэнергетические системы и электрооборудование ( г. Таганрог ),143
ЮФУ,2024,13.03.02,Электроэнергетические системы и электрооборудование ( г. Таганрог ),130
ЮФУ,2021,27.03.03,Системный анализ и управление в организационно-технических системах,154
ЮФУ,2022,27.03.03,Системный анализ и управление в организационно-технических системах,161
ЮФУ,2023,27.03.03,Системный анализ и управление в организационно-технических системах,147
ЮФУ,2024,27.03.03,Системный анализ и управление в организационно-технических системах,166
ЮФУ,2021,44.03.02,Психология образования,225
ЮФУ,2022,44.03.02,Психология образования,182
ЮФУ,2023,44.03.02,Психология образования,204
ЮФУ,2024,44.03.02,Психология образования,212
ЮФУ,2021,45.05.01,Лингвистическое обеспечение межгосударственных отношений ( г. Таганрог ),185
ЮФУ,2022,45.05.01,Лингвистическое обеспечение межгосударственных отношений ( г. Таганрог ),190
ЮФУ,2023,45.05.01,Лингвистическое обеспечение межгосударственных отношений ( г. Таганрог ),196
ЮФУ,2024,45.05.01,Лингвистическое обеспечение межгосударственных отношений ( г. Таганрог ),187
ЮФУ,2021,38.03.02,Менеджмент в инновационном предпринимательстве,236
ЮФУ,2022,38.03.02,Менеджмент в инновационном предпринимательстве,219
ЮФУ,2023,38.03.02,Менеджмент в инновационном предпринимательстве,279
ЮФУ,2024,38.03.02,Менеджмент в инновационном предпринимательстве,249
ЮФУ,2021,45.03.04,Цифровая лингвистика,190
ЮФУ,2022,45.03.04,Цифровая лингвистика,161
ЮФУ,2023,45.03.04,Цифровая лингвистика,202
ЮФУ,2024,45.03.04,Цифровая лингвистика,178
ЮФУ,2021,01.03.01,"Математика, механика и математическое моделирование",228
ЮФУ,2022,01.03.01,"Математика, механика и математическое моделирование",214
ЮФУ,2023,01.03.01,"Математика, механика и математическое моделирование",213
ЮФУ,2024,01.03.01,"Математика, механика и математическое моделирование",203
ЮФУ,2021,06.03.02,Управление земельными ресурсами,128
ЮФУ,2022,06.03.02,Управление земельными ресурсами,142
ЮФУ,2023,06.03.02,Управление земельными ресурсами,144
ЮФУ,2024,06.03.02,Управление земельными ресурсами,140
ЮФУ,2021,09.03.03,Современные методы разработки приложений,245
ЮФУ,2022,09.03.03,Современные методы разработки приложений,197
ЮФУ,2023,09.03.03,Современные методы разработки приложений,231
ЮФУ,2024,09.03.03,Современные методы разработки приложений,220
ЮФУ,2021,44.03.04,Профессиональное обучение технологии транспортно-логистических процессов,217
ЮФУ,2022,44.03.04,Профессиональное обучение технологии транспортно-логистических процессов,210
ЮФУ,2023,44.03.04,Профессиональное обучение технологии транспортно-логистических процессов,218
ЮФУ,2024,44.03.04,Профессиональное обучение технологии транспортно-логистических процессов,190
ЮФУ,2021,44.03.05,Технология и изобразительное искусство,205
ЮФУ,2022,44.03.05,Технология и изобразительное искусство,202
ЮФУ,2023,44.03.05,Технология и изобразительное искусство,221
ЮФУ,2024,44.03.05,Технология и изобразительное искусство,201
ЮФУ,2021,44.03.05,Биология и химия,176
ЮФУ,2022,44.03.05,Биология и химия,200
ЮФУ,2023,44.03.05,Биология и химия,214
ЮФУ,2024,44.03.05,Биология и химия,197
ЮФУ,2021,54.03.01,Дизайн костюма,301
ЮФУ,2022,54.03.01,Дизайн костюма,326
ЮФУ,2023,54.03.01,Дизайн костюма,342
ЮФУ,2024,54.03.01,Дизайн костюма,317
ЮФУ,2021,37.05.02,Морально-психологическое обеспечение служебной деятельности,204
ЮФУ,2022,37.05.02,Морально-психологическое обеспечение служебной деятельности,182
ЮФУ,2023,37.05.02,Морально-психологическое обеспечение служебной деятельности,191
ЮФУ,2024,37.05.02,Морально-психологическое обеспечение служебной деятельности,214
ЮФУ,2021,54.05.02,Художник-живописец (станковая живопись),302
ЮФУ,2022,54.05.02,Художник-живописец (станковая живопись),365
ЮФУ,2023,54.05.02,Художник-живописец (станковая живопись),320
ЮФУ,2024,54.05.02,Художник-живописец (станковая живопись),324
ЮФУ,2021,54.05.03,Художник-график (станковая графика),340
ЮФУ,2022,54.05.03,Художник-график (станковая графика),335
ЮФУ,2023,54.05.03,Художник-график (станковая графика),342
ЮФУ,2024,54.05.03,Художник-график (станковая графика),312
ЮФУ,2021,42.03.01,Реклама и связи с общественностью в социальной сфере,231
ЮФУ,2022,42.03.01,Реклама и связи с общественностью в социальной сфере,296
ЮФУ,2023,42.03.01,Реклама и связи с общественностью в социальной сфере,295
ЮФУ,2024,42.03.01,Реклама и связи с общественностью в социальной сфере,259
ЮФУ,2021,07.03.02,Реконструкция и реставрация архитектурного наследия,412
ЮФУ,2022,07.03.02,Реконструкция и реставрация архитектурного наследия,308
ЮФУ,2023,07.03.02,Реконструкция и реставрация архитектурного наследия,407
ЮФУ,2024,07.03.02,Реконструкция и реставрация архитектурного наследия,359
ЮФУ,2021,07.03.04,Градостроительное развитие территорий,282
ЮФУ,2022,07.03.04,Градостроительное развитие территорий,290
ЮФУ,2023,07.03.04,Градостроительное развитие территорий,271
ЮФУ,2024,07.03.04,Градостроительное развитие территорий,271
ЮФУ,2021,44.03.05,Изобразительное искусство. Черчение и компьютерная графика,312
ЮФУ,2022,44.03.05,Изобразительное искусство. Черчение и компьютерная графика,316
ЮФУ,2023,44.03.05,Изобразительное искусство. Черчение и компьютерная графика,292
ЮФУ,2024,44.03.05,Изобразительное искусство. Черчение и компьютерная графика,276
ЮФУ,2021,24.05.07,Самолетостроение ( г. Таганрог ),214
ЮФУ,2022,24.05.07,Самолетостроение ( г. Таганрог ),217
ЮФУ,2023,24.05.07,Самолетостроение ( г. Таганрог ),198
ЮФУ,2024,24.05.07,Самолетостроение ( г. Таганрог ),207
ЮФУ,2021,28.03.02,Нанотехнологии и наносистемы ( г. Таганрог ),183
ЮФУ,2022,28.03.02,Нанотехнологии и наносистемы ( г. Таганрог ),186
ЮФУ,2023,28.03.02,Нанотехнологии и наносистемы ( г. Таганрог ),182
ЮФУ,2024,28.03.02,Нанотехнологии и наносистемы ( г. Таганрог ),164
ЮФУ,2021,54.03.02,Арт-технологии в декоративно-прикладном искусстве,397
ЮФУ,2022,54.03.02,Арт-технологии в декоративно-прикладном искусстве,324
ЮФУ,2023,54.03.02,Арт-технологии в декоративно-прикладном искусстве,389
ЮФУ,2024,54.03.02,Арт-технологии в декоративно-прикладном искусстве,376
ЮФУ,2021,44.03.05,Дошкольное образование и иностранный язык,170
ЮФУ,2022,44.03.05,Дошкольное образование и иностранный язык,194
ЮФУ,2023,44.03.05,Дошкольное образование и иностранный язык,195
ЮФУ,2024,44.03.05,Дошкольное образование и иностранный язык,196
ЮФУ,2021,44.03.05,География и экономика,153
ЮФУ,2022,44.03.05,География и экономика,162
ЮФУ,2023,44.03.05,География и экономика,182
ЮФУ,2024,44.03.05,География и экономика,176
ЮФУ,2021,51.03.01,Управление в сфере культуры и арт-бизнес,232
ЮФУ,2022,51.03.01,Управление в сфере культуры и арт-бизнес,224
ЮФУ,2023,51.03.01,Управление в сфере культуры и арт-бизнес,209
ЮФУ,2024,51.03.01,Управление в сфере культуры и арт-бизнес,210
ЮФУ,2021,11.05.04,Системы коммутации и сети специального назначения ( г. Таганрог ),156
ЮФУ,2022,11.05.04,Системы коммутации и сети специального назначения ( г. Таганрог ),135
ЮФУ,2023,11.05.04,Системы коммутации и сети специального назначения ( г. Таганрог ),139
ЮФУ,2024,11.05.04,Системы коммутации и сети специального назначения ( г. Таганрог ),138
ЮФУ,2021,27.03.04,Управление и искусственный интеллект в технических системах ( г. Таганрог ),187
ЮФУ,2022,27.03.04,Управление и искусственный интеллект в технических системах ( г. Таганрог ),155
ЮФУ,2023,27.03.04,Управление и искусственный интеллект в технических системах ( г. Таганрог ),156
ЮФУ,2024,27.03.04,Управление и искусственный интеллект в технических системах ( г. Таганрог ),168
ЮФУ,2021,09.03.01,BIM-технологии в архитектуре и градостроительстве,209
ЮФУ,2022,09.03.01,BIM-технологии в архитектуре и градостроительстве,207
ЮФУ,2023,09.03.01,BIM-технологии в архитектуре и градостроительстве,205
ЮФУ,2024,09.03.01,BIM-технологии в архитектуре и градостроительстве,192
ЮФУ,2021,49.03.04,Спорт,160
ЮФУ,2022,49.03.04,Спорт,162
ЮФУ,2023,49.03.04,Спорт,160
ЮФУ,2024,49.03.04,Спорт,177
ЮФУ,2021,09.03.01,Технологии искусственного интеллекта ( г. Таганрог ),251
ЮФУ,2022,09.03.01,Технологии искусственного интеллекта ( г. Таганрог ),239
ЮФУ,2023,09.03.01,Технологии искусственного интеллекта ( г. Таганрог ),257
ЮФУ,2024,09.03.01,Технологии искусственного интеллекта ( г. Таганрог ),224
ЮФУ,2021,10.05.03,Безопасность открытых информационных систем ( г. Таганрог ),257
ЮФУ,2022,10.05.03,Безопасность открытых информационных систем ( г. Таганрог ),211
ЮФУ,2023,10.05.03,Безопасность открытых информационных систем ( г. Таганрог ),209
ЮФУ,2024,10.05.03,Безопасность открытых информационных систем ( г. Таганрог ),224
ЮФУ,2021,11.03.01,"Цифровые радиотехнические средства связи, локации и защиты информации ( г. Таганрог )",161
ЮФУ,2022,11.03.01,"Цифровые радиотехнические средства связи, локации и защиты информации ( г. Таганрог )",160
ЮФУ,2023,11.03.01,"Цифровые радиотехнические средства связи, локации и защиты информации ( г. Таганрог )",137
ЮФУ,2024,11.03.01,"Цифровые радиотехнические средства связи, локации и защиты информации ( г. Таганрог )",141
ЮФУ,2021,11.03.04,Электронные приборы и устройства ( г. Таганрог ),126
ЮФУ,2022,11.03.04,Электронные приборы и устройства ( г. Таганрог ),148
ЮФУ,2023,11.03.04,Электронные приборы и устройства ( г. Таганрог ),152
ЮФУ,2024,11.03.04,Электронные приборы и устройства ( г. Таганрог ),141
ЮФУ,2021,39.03.03,Государственная молодежная политика,208
ЮФУ,2022,39.03.03,Государственная молодежная политика,204
ЮФУ,2023,39.03.03,Государственная молодежная политика,215
ЮФУ,2024,39.03.03,Государственная молодежная политика,197
ЮФУ,2021,02.03.03,Математическое и программное обеспечение вычислительных машин и компьютерных сетей,220
ЮФУ,2022,02.03.03,Математическое и программное обеспечение вычислительных машин и компьютерных сетей,177
ЮФУ,2023,02.03.03,Математическое и программное обеспечение вычислительных машин и компьютерных сетей,200
ЮФУ,2024,02.03.03,Математическое и программное обеспечение вычислительных машин и компьютерных сетей,204
ЮФУ,2021,54.03.03,Искусство костюма и текстиля,334
ЮФУ,2022,54.03.03,Искусство костюма и текстиля,356
ЮФУ,2023,54.03.03,Искусство костюма и текстиля,331
ЮФУ,2024,54.03.03,Искусство костюма и текстиля,333
ЮФУ,2021,09.03.04,Методы и средства разработки программного обеспечения ( г. Таганрог ),189
ЮФУ,2022,09.03.04,Методы и средства разработки программного обеспечения ( г. Таганрог ),188
ЮФУ,2023,09.03.04,Методы и средства разработки программного обеспечения ( г. Таганрог ),218
ЮФУ,2024,09.03.04,Методы и средства разработки программного обеспечения ( г. Таганрог ),220
ЮФУ,2021,38.03.03,HR-экономика и управление,260
ЮФУ,2022,38.03.03,HR-экономика и управление,265
ЮФУ,2023,38.03.03,HR-экономика и управление,262
ЮФУ,2024,38.03.03,HR-экономика и управление,232
ЮФУ,2021,45.03.01,"Зарубежная филология (английский язык и английская литература, французский язык/немецкий я..",250
ЮФУ,2022,45.03.01,"Зарубежная филология (английский язык и английская литература, французский язык/немецкий я..",244
ЮФУ,2023,45.03.01,"Зарубежная филология (английский язык и английская литература, французский язык/немецкий я..",267
ЮФУ,2024,45.03.01,"Зарубежная филология (английский язык и английская литература, французский язык/немецкий я..",248
ЮФУ,2021,11.03.02,Интеллектуальные инфокоммуникационные системы и технологии ( г. Таганрог ),173
ЮФУ,2022,11.03.02,Интеллектуальные инфокоммуникационные системы и технологии ( г. Таганрог ),136
ЮФУ,2023,11.03.02,Интеллектуальные инфокоммуникационные системы и технологии ( г. Таганрог ),159
ЮФУ,2024,11.03.02,Интеллектуальные инфокоммуникационные системы и технологии ( г. Таганрог ),157
ЮФУ,2021,09.03.02,Перспективные информационные технологии ( г. Таганрог ),200
ЮФУ,2022,09.03.02,Перспективные информационные технологии ( г. Таганрог ),178
ЮФУ,2023,09.03.02,Перспективные информационные технологии ( г. Таганрог ),205
ЮФУ,2024,09.03.02,Перспективные информационные технологии ( г. Таганрог ),204
ЮФУ,2021,12.03.01,Инновационные приборы и методы контроля качества и диагностики,164
ЮФУ,2022,12.03.01,Инновационные приборы и методы контроля качества и диагностики,166
ЮФУ,2023,12.03.01,Инновационные приборы и методы контроля качества и диагностики,158
ЮФУ,2024,12.03.01,Инновационные приборы и методы контроля качества и диагностики,154
ЮФУ,2021,21.03.02,Геоинформационное обеспечение кадастра ( г. Таганрог ),202
ЮФУ,2022,21.03.02,Геоинформационное обеспечение кадастра ( г. Таганрог ),178
ЮФУ,2023,21.03.02,Геоинформационное обеспечение кадастра ( г. Таганрог ),172
ЮФУ,2024,21.03.02,Геоинформационное обеспечение кадастра ( г. Таганрог ),180
ЮФУ,2021,27.03.03,Системная инженерия интеллектуальных информационных и управляющих систем ( г. Таганрог ),180
ЮФУ,2022,27.03.03,Системная инженерия интеллектуальных информационных и управляющих систем ( г. Таганрог ),163
ЮФУ,2023,27.03.03,Системная инженерия интеллектуальных информационных и управляющих систем ( г. Таганрог ),179
ЮФУ,2024,27.03.03,Системная инженерия интеллектуальных информационных и управляющих систем ( г. Таганрог ),166
ЮФУ,2021,41.03.01,Кавказ и Ближний Восток в системе региональных и международных связей,269
ЮФУ,2022,41.03.01,Кавказ и Ближний Восток в системе региональных и международных связей,246
ЮФУ,2023,41.03.01,Кавказ и Ближний Восток в системе региональных и международных связей,247
ЮФУ,2024,41.03.01,Кавказ и Ближний Восток в системе региональных и международных связей,241
ЮФУ,2021,11.05.02,Радиотехнические системы и комплексы специального назначения ( г. Таганрог ),143
ЮФУ,2022,11.05.02,Радиотехнические системы и комплексы специального назначения ( г. Таганрог ),146
ЮФУ,2023,11.05.02,Радиотехнические системы и комплексы специального назначения ( г. Таганрог ),115
ЮФУ,2024,11.05.02,Радиотехнические системы и комплексы специального назначения ( г. Таганрог ),132
ЮФУ,2021,37.03.02,Конфликт-менеджмент,194
ЮФУ,2022,37.03.02,Конфликт-менеджмент,228
ЮФУ,2023,37.03.02,Конфликт-менеджмент,198
ЮФУ,2024,37.03.02,Конфликт-менеджмент,223
ЮФУ,2021,44.03.05,История и дисциплины социально-гуманитарного цикла,182
ЮФУ,2022,44.03.05,История и дисциплины социально-гуманитарного цикла,212
ЮФУ,2023,44.03.05,История и дисциплины социально-гуманитарного цикла,178
ЮФУ,2024,44.03.05,История и дисциплины социально-гуманитарного цикла,196
ЮФУ,2021,45.03.01,Филология и перевод (испанский язык и литература; английский и португальский языки),191
ЮФУ,2022,45.03.01,Филология и перевод (испанский язык и литература; английский и португальский языки),224
ЮФУ,2023,45.03.01,Филология и перевод (испанский язык и литература; английский и португальский языки),194
ЮФУ,2024,45.03.01,Филология и перевод (испанский язык и литература; английский и португальский языки),221
ЮФУ,2021,45.03.02,Лингвистика и перевод (французский язык и арабский язык),248
ЮФУ,2022,45.03.02,Лингвистика и перевод (французский язык и арабский язык),219
ЮФУ,2023,45.03.02,Лингвистика и перевод (французский язык и арабский язык),237
ЮФУ,2024,45.03.02,Лингвистика и перевод (французский язык и арабский язык),225
ЮФУ,2021,45.03.02,Лингвистика и перевод (английский язык и китайский язык),263
ЮФУ,2022,45.03.02,Лингвистика и перевод (английский язык и китайский язык),248
ЮФУ,2023,45.03.02,Лингвистика и перевод (английский язык и китайский язык),240
ЮФУ,2024,45.03.02,Лингвистика и перевод (английский язык и китайский язык),267
ЮФУ,2021,01.03.02,Математическое моделирование и искусственный интеллект,231
ЮФУ,2022,01.03.02,Математическое моделирование и искусственный интеллект,187
ЮФУ,2023,01.03.02,Математическое моделирование и искусственный интеллект,219
ЮФУ,2024,01.03.02,Математическое моделирование и искусственный интеллект,215
ЮФУ,2021,04.05.01,Современные методы синтеза и исследования органических и неорганических соединений,179
ЮФУ,2022,04.05.01,Современные методы синтеза и исследования органических и неорганических соединений,215
ЮФУ,2023,04.05.01,Современные методы синтеза и исследования органических и неорганических соединений,179
